prompt,image,mask
"A wolf and a fox sitting by a campfire telling stories, rustic style",FC_images/img_43_2.jpg,FC_masks/mask_43_2.png
"A wolf and a fox sitting by a campfire telling stories, rustic style",FC_images/img_43_3.jpg,FC_masks/mask_43_3.png
"A wolf and a fox sitting by a campfire telling stories, rustic style",FC_images/img_43_4.jpg,FC_masks/mask_43_4.png
"A wolf and a fox sitting by a campfire telling stories, rustic style",FC_images/img_43_5.jpg,FC_masks/mask_43_5.png
"A wolf and a fox sitting by a campfire telling stories, rustic style",FC_images/img_43_6.jpg,FC_masks/mask_43_6.png
"A wolf and a fox sitting by a campfire telling stories, rustic style",FC_images/img_43_7.jpg,FC_masks/mask_43_7.png
"A wolf and a fox sitting by a campfire telling stories, rustic style",FC_images/img_43_8.jpg,FC_masks/mask_43_8.png
"A wolf and a fox sitting by a campfire telling stories, rustic style",FC_images/img_43_9.jpg,FC_masks/mask_43_9.png
"A wolf and a fox sitting by a campfire telling stories, rustic style",FC_images/img_43_10.jpg,FC_masks/mask_43_10.png
"A wolf and a fox sitting by a campfire telling stories, rustic style",FC_images/img_43_11.jpg,FC_masks/mask_43_11.png
"A hedgehog and a squirrel reading under a mushroom umbrella, cozy autumn style",FC_images/img_44_0.jpg,FC_masks/mask_44_0.png
"A hedgehog and a squirrel reading under a mushroom umbrella, cozy autumn style",FC_images/img_44_1.jpg,FC_masks/mask_44_1.png
"A hedgehog and a squirrel reading under a mushroom umbrella, cozy autumn style",FC_images/img_44_2.jpg,FC_masks/mask_44_2.png
"A hedgehog and a squirrel reading under a mushroom umbrella, cozy autumn style",FC_images/img_44_3.jpg,FC_masks/mask_44_3.png
"A hedgehog and a squirrel reading under a mushroom umbrella, cozy autumn style",FC_images/img_44_4.jpg,FC_masks/mask_44_4.png
"A hedgehog and a squirrel reading under a mushroom umbrella, cozy autumn style",FC_images/img_44_5.jpg,FC_masks/mask_44_5.png
"A hedgehog and a squirrel reading under a mushroom umbrella, cozy autumn style",FC_images/img_44_6.jpg,FC_masks/mask_44_6.png
"A hedgehog and a squirrel reading under a mushroom umbrella, cozy autumn style",FC_images/img_44_7.jpg,FC_masks/mask_44_7.png
"A hedgehog and a squirrel reading under a mushroom umbrella, cozy autumn style",FC_images/img_44_8.jpg,FC_masks/mask_44_8.png
"A hedgehog and a squirrel reading under a mushroom umbrella, cozy autumn style",FC_images/img_44_9.jpg,FC_masks/mask_44_9.png
"A hedgehog and a squirrel reading under a mushroom umbrella, cozy autumn style",FC_images/img_44_10.jpg,FC_masks/mask_44_10.png
"A hedgehog and a squirrel reading under a mushroom umbrella, cozy autumn style",FC_images/img_44_11.jpg,FC_masks/mask_44_11.png
"Dropping rose petals, watercolor style",FC_images/img_45_0.jpg,FC_masks/mask_45_0.png
"Shining yellow stars, oil painting style",FC_images/img_45_1.jpg,FC_masks/mask_45_1.png
"Flying colorful butterflies, flat vector design",FC_images/img_45_2.jpg,FC_masks/mask_45_2.png
"Floating snowflakes, pixel art style",FC_images/img_45_3.jpg,FC_masks/mask_45_3.png
"Drifting dandelion seeds, soft pastel style",FC_images/img_45_4.jpg,FC_masks/mask_45_4.png
"Falling autumn leaves, ink wash painting style",FC_images/img_45_5.jpg,FC_masks/mask_45_5.png
"Colorful balloons gently floating, children’s book illustration style",FC_images/img_45_6.jpg,FC_masks/mask_45_6.png
"Fluttering butterfly wings, stained glass art style",FC_images/img_45_7.jpg,FC_masks/mask_45_7.png
"Shimmering snowflakes, delicate pencil sketch style",FC_images/img_45_8.jpg,FC_masks/mask_45_8.png
"Twinkling fireflies, glowing neon style",FC_images/img_45_9.jpg,FC_masks/mask_45_9.png
"Dancing confetti in the wind, pop art style",FC_images/img_45_10.jpg,FC_masks/mask_45_10.png
"Floating soap bubbles reflecting the sunset, hyperrealistic style",FC_images/img_45_11.jpg,FC_masks/mask_45_11.png
"Glowing lanterns rising into the night, traditional Japanese ink style",FC_images/img_46_0.jpg,FC_masks/mask_46_0.png
"Fluttering paper cranes, origami art style",FC_images/img_46_1.jpg,FC_masks/mask_46_1.png
"Light feathers swaying in the breeze, minimalist line art style",FC_images/img_46_2.jpg,FC_masks/mask_46_2.png
"Brightly glowing embers from a fire, dark charcoal sketch style",FC_images/img_46_3.jpg,FC_masks/mask_46_3.png
"Falling cherry blossom petals, traditional watercolor style",FC_images/img_46_4.jpg,FC_masks/mask_46_4.png
"Tiny silver stars twinkling, baroque painting style",FC_images/img_46_5.jpg,FC_masks/mask_46_5.png
"Wisps of colorful smoke floating, abstract expressionist style",FC_images/img_46_6.jpg,FC_masks/mask_46_6.png
"Whirling snowflakes in a gentle storm, impressionist style",FC_images/img_46_7.jpg,FC_masks/mask_46_7.png
"Glimmering rain droplets falling softly, photorealistic style",FC_images/img_46_8.jpg,FC_masks/mask_46_8.png
"Golden autumn acorns floating gently, vintage illustration style",FC_images/img_46_9.jpg,FC_masks/mask_46_9.png
"Tiny glitter particles swirling in the air, fantasy art style",FC_images/img_46_10.jpg,FC_masks/mask_46_10.png
"Glowing fairy dust scattered in the wind, dreamlike pastel style",FC_images/img_46_11.jpg,FC_masks/mask_46_11.png
"A word made by fire, cartoon style",FC_images/img_47_0.jpg,FC_masks/mask_47_0.png
"A word made by cute puppies, photorealistic style",FC_images/img_47_1.jpg,FC_masks/mask_47_1.png
"A word made by twisting vines and flowers, botanical illustration style",FC_images/img_47_2.jpg,FC_masks/mask_47_2.png
"A word made by colorful balloons tied together, children’s book illustration style",FC_images/img_47_3.jpg,FC_masks/mask_47_3.png
"A word made by dripping paint, abstract expressionism style",FC_images/img_47_4.jpg,FC_masks/mask_47_4.png
"A word made by interlocking puzzle pieces, flat vector art style",FC_images/img_47_5.jpg,FC_masks/mask_47_5.png
"A word made by flowing water, watercolor style",FC_images/img_47_6.jpg,FC_masks/mask_47_6.png
"A word made by shimmering crystals, fantasy art style",FC_images/img_47_7.jpg,FC_masks/mask_47_7.png
"A word made by fluttering butterfly wings, stained glass art style",FC_images/img_47_8.jpg,FC_masks/mask_47_8.png
"A word made by dancing flames, surrealist painting style",FC_images/img_47_9.jpg,FC_masks/mask_47_9.png
"A word made by tiny neon lights, cyberpunk style",FC_images/img_47_10.jpg,FC_masks/mask_47_10.png
"A word made by twisting metal wires, industrial design style",FC_images/img_47_11.jpg,FC_masks/mask_47_11.png
"A word made by scattered seashells, beachside postcard style",FC_images/img_48_0.jpg,FC_masks/mask_48_0.png
"A word made by floating clouds, soft pastel style",FC_images/img_48_1.jpg,FC_masks/mask_48_1.png
"A word made by rolling dice, board game art style",FC_images/img_48_2.jpg,FC_masks/mask_48_2.png
"A word made by shining stars, cosmic space art style",FC_images/img_48_3.jpg,FC_masks/mask_48_3.png
"A word made by stacked books, vintage library style",FC_images/img_48_4.jpg,FC_masks/mask_48_4.png
"A word made by stacked ice cubes, photorealistic style",FC_images/img_48_5.jpg,FC_masks/mask_48_5.png
"A word made by lego bricks, playful toy design style",FC_images/img_48_6.jpg,FC_masks/mask_48_6.png
"A word made by flying birds, whimsical storybook style",FC_images/img_48_7.jpg,FC_masks/mask_48_7.png
"A word made by musical notes, classical sheet music style",FC_images/img_48_8.jpg,FC_masks/mask_48_8.png
"A word made by intertwined snakes, gothic fantasy style",FC_images/img_48_9.jpg,FC_masks/mask_48_9.png
"A word made by glowing embers, dark charcoal sketch style",FC_images/img_48_10.jpg,FC_masks/mask_48_10.png
"A word made by folded paper cranes, origami style",FC_images/img_48_11.jpg,FC_masks/mask_48_11.png
"A word made by fluffy kittens, cute cartoon style",FC_images/img_49_0.jpg,FC_masks/mask_49_0.png
"A word made by autumn leaves, rustic folk art style",FC_images/img_49_1.jpg,FC_masks/mask_49_1.png
"A word made by interwoven chains, steampunk design style",FC_images/img_49_2.jpg,FC_masks/mask_49_2.png
"A word made by swirling wind, minimalist line art style",FC_images/img_49_3.jpg,FC_masks/mask_49_3.png
"A word made by sparkling diamonds, luxury illustration style",FC_images/img_49_4.jpg,FC_masks/mask_49_4.png
"A word made by hanging Christmas ornaments, festive holiday style",FC_images/img_49_5.jpg,FC_masks/mask_49_5.png
"A word made by scattered puzzle pieces, collage art style",FC_images/img_49_6.jpg,FC_masks/mask_49_6.png
"A word made by falling raindrops, impressionist painting style",FC_images/img_49_7.jpg,FC_masks/mask_49_7.png
"A word made by vibrant tropical fish, underwater illustration style",FC_images/img_49_8.jpg,FC_masks/mask_49_8.png
"A word made by colorful confetti, pop art style",FC_images/img_49_9.jpg,FC_masks/mask_49_9.png
"A word made by flying paper planes, modern flat design style",FC_images/img_49_10.jpg,FC_masks/mask_49_10.png
"A word made by crumpled fabric ribbons, textile art style",FC_images/img_49_11.jpg,FC_masks/mask_49_11.png
